SaleID,ProductID,QuantitySold,SaleDate,SalespersonID
2136,31,9,6/30/2024,85
2137,7,3,5/29/2024,86
2138,17,1,2/15/2025,5
2139,49,2,12/13/2023,54
2140,33,1,12/2/2024,53
2141,34,2,5/2/2025,37
2142,18,9,1/4/2024,96
2143,41,5,7/30/2024,57
2144,5,4,9/26/2023,3
2145,1,2,6/4/2025,77
2146,7,3,1/2/2024,11
2147,34,9,8/10/2023,42
2148,3,3,10/8/2023,55
2149,36,8,12/31/2023,38
2150,35,1,5/20/2025,24
2151,12,5,3/22/2025,9
2152,15,2,8/19/2024,13
2153,4,4,11/28/2024,86
2154,33,2,9/16/2024,18
2155,16,3,7/15/2024,10
2156,29,5,12/24/2023,12
2157,6,2,7/17/2025,94
2158,49,9,3/26/2025,47
2159,37,8,8/23/2023,83
2160,23,5,5/5/2024,83
2161,13,1,9/24/2023,10
2162,44,5,1/12/2025,1
2163,1,4,9/17/2023,57
2164,12,9,4/1/2025,71
2165,27,2,10/22/2024,11
2166,25,7,11/16/2024,53
2167,22,2,5/19/2024,4
2168,34,3,4/10/2024,100
2169,18,3,7/8/2025,61
2170,41,8,6/26/2024,85
2171,16,2,6/12/2025,86
2172,29,1,12/19/2023,10
2173,30,6,5/20/2024,87
2174,30,6,6/13/2024,5
2175,20,1,5/17/2024,61
2176,47,5,1/18/2025,76
2177,22,9,8/14/2023,30
2178,42,5,10/26/2024,57
2179,34,7,8/9/2023,33
2180,4,6,1/30/2024,37
2181,50,4,5/27/2025,82
2182,31,2,11/6/2024,68
2183,50,5,2/19/2025,91
2184,14,9,3/4/2025,23
2185,8,3,10/4/2023,70
2186,37,3,6/6/2024,7
2187,5,7,6/3/2024,19
2188,8,2,4/26/2025,15
2189,11,8,12/1/2024,86
2190,29,7,1/12/2024,32
2191,21,8,1/22/2025,79
2192,39,6,8/6/2024,59
2193,13,5,6/7/2025,70
2194,49,4,5/6/2024,70
2195,19,8,11/7/2024,6
2196,3,2,9/15/2023,76
2197,34,6,3/14/2024,66
2198,38,6,3/31/2025,89
2199,19,5,1/16/2025,4
2200,32,2,10/29/2023,70
2201,47,5,3/31/2024,57
2202,36,3,10/6/2024,61
2203,39,7,4/13/2024,56
2204,14,7,6/17/2024,14
2205,7,8,5/1/2025,83
2206,20,9,6/11/2025,7
2207,32,1,1/13/2025,54
2208,46,4,10/31/2024,82
2209,31,6,9/8/2023,58
2210,22,7,4/28/2025,61
2211,5,5,3/28/2025,72
2212,31,6,6/15/2025,28
2213,15,1,2/11/2024,85
2214,44,5,8/8/2024,55
2215,17,2,8/31/2023,99
2216,37,2,11/5/2023,74
2217,19,1,3/22/2025,53
2218,10,9,1/26/2024,92
2219,44,4,8/2/2023,83
2220,34,4,6/21/2024,44
2221,49,9,5/17/2025,99
2222,25,5,9/27/2024,28
2223,37,4,3/17/2024,46
2224,28,7,3/16/2024,49
2225,15,5,3/24/2025,67
2226,20,8,10/17/2023,27
2227,13,3,4/9/2025,81
2228,20,8,2/7/2025,79
2229,43,6,1/18/2024,39
2230,31,9,3/6/2025,86
2231,18,6,6/5/2024,84
2232,41,4,2/27/2025,27
2233,48,2,7/26/2023,35
2234,28,3,4/3/2025,47
2235,47,7,11/19/2024,52
2236,4,5,3/22/2024,69
2237,24,7,1/26/2025,66
2238,44,7,9/13/2023,41
2239,45,6,3/6/2025,50
2240,9,2,3/22/2025,45
2241,47,5,4/23/2024,20
2242,50,6,6/5/2025,71
2243,32,8,1/31/2025,36
2244,32,1,7/9/2024,72
2245,39,7,7/20/2024,91
2246,21,5,2/16/2025,70
2247,44,7,2/2/2025,24
2248,42,3,9/9/2023,36
2249,39,4,3/24/2025,5
2250,46,2,4/20/2024,84
2251,27,6,1/23/2024,20
2252,47,5,12/19/2024,53
2253,36,1,2/17/2024,40
2254,8,1,2/17/2025,98
2255,19,8,3/22/2025,50
2256,29,8,6/17/2024,74
2257,19,6,5/3/2024,67
2258,5,9,5/22/2024,98
2259,22,1,3/31/2025,35
2260,35,8,7/12/2024,64
2261,10,2,11/6/2023,37
2262,15,8,7/2/2025,45
2263,2,3,5/23/2025,38
2264,42,6,8/14/2024,87
2265,22,7,4/8/2025,85
2266,48,3,10/29/2024,27
2267,35,2,5/14/2025,65
2268,39,1,11/6/2023,73
2269,19,5,1/15/2025,3
2270,47,1,12/23/2023,59
2271,12,1,9/27/2024,100
2272,34,5,4/14/2024,98
2273,45,3,9/7/2023,30
2274,20,3,6/19/2024,95
2275,7,7,3/18/2024,94
2276,24,3,2/23/2025,16
2277,3,2,5/5/2025,29
2278,6,3,3/13/2024,70
2279,33,4,12/26/2024,78
2280,34,9,7/5/2025,74
2281,33,2,9/30/2023,88
2282,29,6,7/31/2024,100
2283,23,5,10/24/2024,24
2284,4,6,5/14/2025,7
2285,5,5,10/31/2024,49
2286,34,6,10/28/2023,63
2287,16,4,12/2/2023,46
2288,40,8,5/14/2025,48
2289,47,9,11/14/2023,25
2290,43,7,9/24/2024,43
2291,42,1,12/4/2023,55
2292,3,5,3/19/2025,34
2293,43,7,10/12/2023,65
2294,49,5,11/26/2023,28
2295,42,5,12/6/2023,41
2296,49,5,7/24/2023,29
2297,14,5,6/16/2024,32
2298,33,5,12/1/2024,69
2299,28,1,8/11/2023,34
2300,41,6,9/11/2024,59
2301,15,6,9/6/2023,61
2302,4,8,9/29/2023,52
2303,20,5,7/27/2023,63
2304,25,2,1/20/2024,26
2305,35,7,10/1/2024,77
2306,39,1,2/23/2024,12
2307,22,5,9/25/2024,22
2308,35,5,1/22/2024,73
2309,47,3,12/5/2023,56
2310,28,2,8/14/2023,6
2311,10,4,4/10/2024,36
2312,16,7,3/27/2024,74
2313,49,3,8/14/2023,59
2314,23,6,10/7/2023,59
2315,19,7,10/6/2024,96
2316,1,2,7/11/2025,68
2317,1,3,9/28/2024,52
2318,46,9,7/9/2024,68
2319,26,1,12/15/2024,77
2320,34,8,5/19/2024,80
2321,2,1,11/12/2024,51
2322,28,3,10/5/2024,90
2323,20,6,4/28/2025,97
2324,42,8,1/18/2025,68
2325,47,7,4/13/2024,26
2326,27,3,11/4/2024,73
2327,28,6,5/8/2024,41
2328,31,1,5/22/2025,75
2329,47,8,6/18/2025,5
2330,7,9,12/16/2024,53
2331,8,9,11/15/2024,38
2332,32,4,12/5/2024,96
2333,11,4,2/13/2025,93
2334,48,7,3/23/2025,92
2335,26,7,9/23/2024,53
2336,25,6,6/15/2025,88
2337,7,7,9/22/2024,56
2338,20,1,5/15/2025,19
2339,41,9,6/26/2025,65
2340,30,6,6/28/2025,69
2341,1,8,12/6/2024,87
2342,18,5,4/22/2025,53
2343,8,7,2/16/2025,19
2344,29,3,8/1/2023,66
2345,40,1,12/11/2023,48
2346,22,7,9/5/2024,66
2347,32,5,10/30/2023,73
2348,40,1,2/28/2024,18
2349,14,9,5/26/2025,80
2350,2,9,7/14/2024,39
2351,35,6,3/11/2024,73
2352,7,9,5/8/2025,51
2353,3,7,4/6/2024,23
2354,15,8,10/15/2023,33
2355,43,2,1/3/2025,60
2356,34,2,1/29/2025,59
2357,22,4,10/14/2023,98
2358,18,1,12/9/2024,26
2359,46,8,5/23/2025,17
2360,18,5,4/19/2025,53
2361,34,7,7/15/2024,78
2362,36,2,2/15/2025,77
2363,46,5,3/28/2024,86
2364,39,9,9/6/2024,43
2365,47,9,6/2/2024,48
2366,38,2,12/14/2024,82
2367,37,2,10/21/2024,20
2368,18,5,11/21/2023,94
2369,43,3,6/29/2024,35
2370,40,1,5/7/2025,33
2371,29,1,10/11/2024,81
2372,12,5,7/9/2025,99
2373,18,3,1/15/2025,76
2374,31,9,2/7/2025,2
2375,15,3,4/12/2025,34
2376,40,3,8/16/2023,76
2377,30,3,9/4/2023,90
2378,36,1,4/22/2024,32
2379,28,3,7/4/2024,21
2380,15,5,9/9/2023,5
2381,43,8,4/12/2025,28
2382,33,7,3/11/2025,87
2383,2,4,6/13/2025,48
2384,8,4,12/15/2023,96
2385,48,4,2/25/2024,69
2386,33,8,5/16/2024,99
2387,35,8,10/2/2024,70
2388,18,2,8/5/2024,83
2389,26,7,9/2/2023,40
2390,48,5,11/28/2024,6
2391,21,2,2/20/2025,14
2392,28,3,2/20/2024,67
2393,20,7,11/16/2024,11
2394,45,6,1/2/2024,39
2395,20,6,6/12/2024,41
2396,4,7,8/24/2024,24
2397,36,6,5/26/2025,43
2398,34,2,6/1/2025,82
2399,45,8,5/10/2025,95
2400,13,7,6/4/2025,74
2401,31,6,2/28/2025,26
2402,39,5,12/11/2024,29
2403,7,6,5/10/2025,2
2404,17,3,2/1/2025,30
2405,42,2,10/3/2024,74
2406,12,9,5/18/2025,76
2407,30,1,10/22/2024,84
2408,48,2,10/16/2024,57
2409,34,1,5/17/2024,59
2410,22,8,8/23/2024,19
2411,21,4,12/17/2023,54
2412,9,6,2/14/2024,70
2413,12,5,1/10/2024,23
2414,17,8,2/25/2025,83
2415,16,7,2/20/2024,95
2416,5,1,8/2/2024,33
2417,19,8,12/10/2024,66
2418,28,4,11/3/2024,79
2419,17,7,1/2/2024,11
2420,22,3,7/18/2024,90
2421,35,2,12/9/2023,18
2422,49,1,4/13/2025,65
2423,15,5,10/7/2023,32
2424,19,3,5/13/2024,4
2425,47,3,7/19/2024,86
2426,50,8,5/24/2025,36
2427,26,1,8/27/2024,93
2428,44,2,10/21/2024,100
2429,44,1,12/18/2024,57
2430,35,7,12/24/2024,33
2431,43,4,7/18/2024,14
2432,23,3,3/22/2024,48
2433,10,3,1/30/2024,37
2434,22,3,3/9/2025,5
2435,47,2,9/22/2023,50
2436,11,5,4/14/2025,61
2437,26,1,6/13/2025,86
2438,1,5,3/16/2025,69
2439,36,8,12/30/2024,38
2440,21,7,9/2/2024,46
2441,8,3,6/11/2024,98
2442,20,9,9/29/2023,15
2443,45,7,11/19/2023,37
2444,17,1,6/24/2024,27
2445,15,6,12/18/2024,1
2446,21,4,5/12/2025,29
2447,1,6,7/12/2024,72
2448,3,3,12/8/2023,97
2449,31,5,11/11/2024,7
2450,31,3,9/11/2024,29
2451,21,7,12/3/2024,31
2452,23,5,5/13/2024,38
2453,17,4,5/28/2025,8
2454,22,7,12/26/2024,95
2455,22,7,3/3/2024,37
2456,36,9,12/6/2023,59
2457,8,3,2/21/2024,79
2458,47,8,3/24/2024,54
2459,8,7,3/27/2025,58
2460,14,9,11/24/2024,96
2461,38,2,8/3/2024,26
2462,24,6,1/5/2024,48
2463,22,5,8/31/2023,11
2464,15,3,6/4/2025,23
2465,20,7,12/26/2023,34
2466,27,5,12/6/2023,33
2467,28,6,2/13/2024,81
2468,22,4,6/14/2024,97
2469,31,7,1/15/2025,2
2470,9,7,10/31/2023,61
2471,23,5,4/22/2024,4
2472,5,7,3/26/2024,12
2473,45,7,7/4/2024,29
2474,39,8,4/21/2025,42
2475,17,1,11/25/2023,83
2476,40,4,6/5/2024,57
2477,5,1,3/18/2025,50
2478,7,3,12/7/2024,66
2479,8,8,1/2/2025,7
2480,7,7,2/19/2025,57
2481,22,3,4/12/2024,46
2482,44,4,12/9/2024,22
2483,38,2,10/26/2024,11
2484,21,2,3/29/2025,33
2485,4,5,4/27/2024,54
2486,32,2,8/1/2023,20
2487,29,7,6/15/2024,5
2488,30,1,12/16/2024,68
2489,3,9,9/13/2024,14
2490,5,1,8/4/2024,3
2491,19,1,1/23/2024,82
2492,8,9,9/3/2023,58
2493,37,7,7/1/2025,27
2494,31,4,8/6/2024,4
2495,27,3,5/19/2025,67
2496,13,5,4/23/2025,64
2497,42,2,8/22/2024,91
2498,6,6,9/11/2023,92
2499,1,6,9/1/2023,86
2500,30,1,12/14/2023,42
2501,11,9,2/12/2025,29
2502,41,1,1/21/2024,80
2503,31,6,7/31/2024,35
2504,16,7,12/29/2024,19
2505,15,8,10/5/2023,94
2506,5,2,10/11/2024,79
2507,15,8,2/22/2025,69
2508,1,2,4/28/2025,31
2509,15,2,3/12/2024,43
2510,36,9,10/5/2024,95
2511,48,7,5/23/2024,73
2512,39,8,3/31/2025,77
2513,8,1,7/12/2024,21
2514,22,6,5/11/2024,95
2515,27,1,6/21/2024,65
2516,34,5,3/11/2025,77
2517,30,2,12/19/2023,34
2518,12,9,10/20/2024,61
2519,2,3,4/9/2024,36
2520,46,7,8/28/2024,80
2521,38,2,2/3/2024,74
2522,22,4,7/7/2024,41
2523,17,3,8/10/2024,34
2524,35,1,9/30/2023,25
2525,42,6,9/13/2024,57
2526,45,5,10/25/2024,65
2527,23,6,11/3/2024,76
2528,29,1,9/22/2023,22
2529,29,8,4/21/2024,60
2530,50,4,7/28/2023,54
2531,19,7,9/8/2023,22
2532,17,8,12/12/2024,61
2533,8,3,11/26/2023,66
2534,50,4,8/3/2023,45
2535,7,9,3/18/2025,72
2536,11,9,12/6/2023,97
2537,3,7,1/1/2025,69
2538,2,3,2/9/2025,64
2539,19,4,1/12/2025,10
2540,28,7,2/25/2025,67
2541,28,6,4/7/2025,11
2542,25,6,2/11/2024,94
2543,11,4,12/18/2024,28
2544,40,8,2/27/2025,5
2545,43,9,2/6/2024,12
2546,2,7,8/13/2024,44
2547,12,8,4/8/2025,93
2548,41,2,8/25/2024,90
2549,38,4,2/18/2024,93
2550,12,3,9/29/2023,29
2551,50,6,3/19/2024,78
2552,25,2,8/10/2023,36
2553,37,7,8/29/2024,35
2554,31,8,2/26/2025,8
2555,17,4,6/25/2024,16
2556,48,8,4/7/2025,43
2557,12,8,5/30/2025,69
2558,30,3,7/2/2024,16
2559,2,1,10/28/2024,56
2560,16,3,12/3/2023,41
2561,1,1,11/3/2023,77
2562,34,2,1/6/2024,8
2563,45,8,12/27/2024,54
2564,48,4,1/31/2025,90
2565,1,9,9/7/2023,5
2566,36,7,3/7/2025,9
2567,3,3,8/25/2023,66
2568,34,1,7/7/2025,71
2569,12,1,2/15/2025,30
2570,45,1,9/15/2023,81
2571,27,3,11/18/2024,95
2572,50,5,6/23/2024,65
2573,37,8,10/13/2024,92
2574,25,8,10/13/2023,30
2575,12,2,6/3/2024,47
2576,33,9,3/6/2025,95
2577,9,9,2/13/2024,88
2578,1,7,2/19/2025,31
2579,50,5,1/1/2024,60
2580,23,5,6/5/2025,75
2581,28,8,8/12/2024,80
2582,3,8,9/25/2024,9
2583,38,5,7/16/2025,94
2584,36,6,11/23/2024,76
2585,44,6,6/20/2024,54
2586,44,6,12/18/2024,61
2587,5,5,7/12/2025,64
2588,29,9,10/21/2023,80
2589,13,1,6/3/2025,97
2590,44,3,6/22/2025,6
2591,4,7,6/1/2025,45
2592,6,9,3/29/2024,65
2593,38,2,1/20/2024,77
2594,6,4,7/4/2025,37
2595,11,8,10/19/2023,99
2596,27,5,11/18/2024,90
2597,46,8,10/17/2024,73
2598,35,2,10/16/2024,17
2599,40,8,7/18/2023,99
2600,4,6,7/7/2024,25
2601,27,5,1/19/2025,50
2602,16,2,5/20/2024,71
2603,18,7,10/31/2023,31
2604,7,1,3/21/2024,32
2605,11,6,9/18/2024,48
2606,8,3,5/17/2025,83
2607,6,6,11/12/2023,17
2608,48,1,11/27/2023,61
2609,5,1,10/16/2023,57
2610,6,2,2/23/2024,57
2611,38,7,8/9/2023,70
2612,2,4,12/11/2023,89
2613,31,4,10/14/2023,33
2614,39,4,6/19/2025,19
2615,32,5,1/17/2025,15
2616,9,2,4/12/2024,35
2617,15,7,2/16/2024,49
2618,21,3,7/25/2023,96
2619,46,3,6/11/2024,36
2620,28,2,5/20/2024,96
2621,45,6,11/8/2024,96
2622,27,4,2/22/2025,54
2623,5,4,10/6/2023,36
2624,17,8,12/16/2024,53
2625,37,2,7/3/2025,60
2626,24,7,5/14/2024,98
2627,31,2,6/1/2025,74
2628,35,6,12/2/2024,44
2629,41,5,11/30/2024,33
2630,41,8,6/17/2024,44
2631,4,6,12/17/2023,55
2632,20,7,3/25/2024,74
2633,43,6,11/6/2024,44
2634,17,8,9/17/2024,51
2635,46,2,11/24/2023,99
2636,10,7,12/28/2023,86
2637,37,5,9/23/2023,51
2638,21,9,9/7/2023,87
2639,21,9,10/13/2023,7
2640,49,8,8/28/2024,85
2641,16,8,1/26/2024,1
2642,33,4,7/6/2025,13
2643,10,8,4/12/2025,73
2644,44,2,10/28/2024,48
2645,18,5,7/22/2024,84
2646,33,4,8/28/2023,47
2647,29,5,7/12/2025,47
2648,31,5,8/25/2024,10
2649,24,5,10/18/2023,26
2650,12,7,6/15/2025,50
2651,20,1,5/4/2025,47
2652,6,2,3/29/2025,44
2653,8,7,9/24/2023,1
2654,14,1,2/26/2025,63
2655,5,9,11/13/2024,17
2656,36,3,11/25/2023,17
2657,48,6,10/26/2024,39
2658,38,4,6/28/2025,43
2659,3,3,10/11/2024,76
2660,36,8,12/24/2023,41
2661,22,2,1/12/2025,15
2662,8,3,7/23/2024,1
2663,14,8,1/15/2025,58
2664,7,3,11/8/2024,54
2665,4,8,4/13/2025,96
2666,19,7,3/13/2024,75
2667,43,2,5/9/2024,5
2668,47,1,2/20/2024,62
2669,24,1,9/25/2023,82
2670,16,2,4/1/2025,82
2671,6,7,3/23/2024,87
2672,44,9,3/30/2025,71
2673,8,7,8/14/2023,46
2674,25,3,2/4/2024,90
2675,32,8,6/21/2025,65
2676,25,8,7/4/2024,28
2677,10,9,11/27/2024,84
2678,43,9,8/18/2024,41
2679,41,9,9/19/2024,23
2680,17,4,8/13/2023,32
2681,46,4,2/20/2025,58
2682,3,2,12/18/2023,39
2683,9,8,1/2/2024,82
2684,18,2,5/13/2024,33
2685,49,3,5/21/2025,58
2686,30,9,11/12/2023,89
2687,5,2,5/1/2024,32
2688,32,1,3/15/2024,50
2689,27,5,1/23/2025,51
2690,21,7,8/4/2024,92
2691,24,4,1/4/2024,77
2692,38,4,9/17/2023,19
2693,3,3,8/17/2023,3
2694,16,6,1/14/2025,91
2695,15,8,8/25/2023,17
2696,25,2,5/29/2024,43
2697,8,6,4/30/2024,29
2698,41,8,10/2/2024,44
2699,4,1,5/23/2024,52
2700,32,4,2/12/2024,97
2701,45,1,4/23/2024,28
2702,35,4,12/21/2023,84
2703,30,9,6/29/2025,34
2704,39,6,12/12/2023,80
2705,48,6,12/26/2023,54
2706,49,5,1/5/2025,2
2707,30,3,7/6/2025,92
2708,17,2,6/7/2025,17
2709,19,9,7/4/2025,84
2710,31,9,7/20/2023,18
2711,17,7,4/3/2024,28
2712,2,2,8/17/2023,28
2713,37,4,5/30/2024,52
2714,48,8,1/24/2025,16
2715,29,6,3/14/2025,33
2716,30,5,10/16/2024,85
2717,43,2,4/29/2025,5
2718,22,1,7/25/2024,45
2719,38,1,6/17/2024,37
2720,11,1,7/21/2023,82
2721,33,6,7/1/2025,52
2722,19,4,11/25/2023,64
2723,3,9,2/22/2024,62
2724,40,9,4/4/2025,5
2725,22,3,4/3/2024,11
2726,18,6,11/24/2023,86
2727,45,6,11/19/2023,87
2728,30,1,8/6/2023,90
2729,1,9,9/6/2023,91
2730,20,4,2/13/2025,3
2731,49,6,9/16/2024,51
2732,5,8,10/19/2023,60
2733,12,1,11/6/2024,66
2734,11,8,2/27/2024,57
2735,24,6,6/30/2025,17
2736,18,1,1/1/2024,3
2737,8,9,12/26/2023,3
2738,29,9,4/9/2025,40
2739,22,8,7/24/2024,80
2740,45,7,12/24/2024,76
2741,2,1,8/7/2024,63
2742,23,1,10/15/2023,51
2743,16,8,5/24/2025,1
2744,44,8,6/29/2024,51
2745,8,1,6/15/2024,4
2746,4,8,9/21/2024,81
2747,14,8,9/26/2024,83
2748,9,3,7/3/2025,4
2749,11,1,9/10/2024,47
2750,48,3,9/26/2024,39
2751,38,8,3/22/2025,84
2752,44,8,3/28/2025,49
2753,16,7,5/14/2025,57
2754,13,2,9/3/2023,39
2755,36,5,11/12/2024,68
2756,44,8,3/5/2024,17
2757,36,3,1/14/2025,15
2758,17,6,1/18/2025,28
2759,14,2,6/23/2025,16
2760,29,8,12/20/2024,6
2761,17,9,6/30/2024,92
2762,1,1,2/27/2025,32
2763,20,4,10/18/2023,81
2764,33,6,7/17/2025,25
2765,2,2,8/6/2023,39
2766,17,6,8/22/2023,17
2767,23,7,11/15/2023,46
2768,22,6,4/12/2024,79
2769,1,8,2/13/2025,53
2770,12,5,12/7/2024,51
2771,13,3,12/26/2023,18
2772,14,2,8/26/2024,20
2773,10,2,10/24/2023,87
2774,12,2,7/18/2024,5
2775,22,5,7/30/2023,62
2776,18,4,11/24/2023,12
2777,39,2,4/15/2025,81
2778,19,5,6/17/2024,30
2779,30,7,2/23/2025,83
2780,15,5,5/20/2024,96
2781,39,8,3/31/2025,16
2782,14,6,3/26/2025,2
2783,9,9,1/17/2024,76
2784,5,5,3/2/2025,3
2785,33,8,12/20/2023,8
2786,48,6,2/19/2025,37
2787,5,7,7/12/2025,53
2788,24,8,8/27/2024,55
2789,8,4,10/31/2023,88
2790,19,4,10/30/2023,49
2791,12,6,4/27/2025,89
2792,8,2,5/16/2025,59
2793,8,9,9/20/2023,60
2794,38,8,5/21/2025,89
2795,20,2,7/21/2024,78
2796,29,1,3/11/2025,46
2797,41,4,4/2/2025,100
2798,34,4,2/15/2024,63
2799,18,2,7/5/2024,79
2800,1,5,7/3/2024,32
2801,11,3,10/4/2024,66
2802,47,3,10/9/2023,85
2803,44,3,2/11/2024,4
2804,35,4,10/24/2024,29
2805,32,5,12/15/2024,49
2806,42,4,7/16/2025,93
2807,16,9,3/7/2025,23
2808,6,4,7/11/2025,3
2809,9,7,6/16/2024,54
2810,40,5,10/29/2023,21
2811,22,9,1/28/2025,80
2812,48,9,5/22/2025,44
2813,8,8,10/25/2023,20
2814,32,6,3/18/2025,99
2815,26,6,12/1/2024,57
2816,18,2,4/6/2025,69
2817,37,7,1/8/2025,90
2818,12,9,3/10/2024,71
2819,38,9,5/4/2025,52
2820,34,2,10/9/2023,80
2821,4,9,3/19/2025,17
2822,16,7,7/4/2024,66
2823,24,5,9/8/2024,12
2824,14,5,2/14/2025,58
2825,17,6,8/4/2023,77
2826,31,8,5/3/2024,5
2827,4,2,3/30/2024,80
2828,50,3,11/10/2024,92
2829,44,7,5/1/2024,72
2830,34,3,10/23/2024,56
2831,38,1,1/25/2025,92
2832,38,6,6/9/2025,46
2833,3,7,1/13/2025,72
2834,8,9,2/6/2025,93
2835,12,1,8/8/2023,18
2836,35,9,6/5/2024,44
2837,2,7,6/10/2025,43
2838,29,8,6/6/2025,80
2839,23,3,2/25/2025,90
2840,33,5,8/11/2024,86
2841,50,3,8/3/2023,79
2842,18,7,4/10/2025,77
2843,40,2,9/10/2023,22
2844,22,6,12/25/2024,60
2845,14,2,2/16/2025,85
2846,29,9,4/6/2025,63
2847,45,6,12/17/2024,24
2848,15,5,6/25/2024,65
2849,15,6,8/19/2024,29
2850,45,6,8/1/2024,1
2851,4,6,6/8/2024,1
2852,36,6,4/2/2024,73
2853,5,9,7/30/2024,21
2854,3,7,10/3/2024,78
2855,12,1,8/1/2024,28
2856,20,9,1/30/2025,18
2857,44,6,5/5/2025,97
2858,20,8,2/6/2024,52
2859,39,3,10/24/2024,66
2860,39,3,1/30/2025,98
2861,1,9,8/25/2024,88
2862,44,9,7/30/2023,62
2863,3,5,8/20/2024,19
2864,47,5,9/23/2024,2
2865,9,3,3/16/2025,70
2866,20,7,2/3/2025,55
2867,9,7,12/1/2023,79
2868,31,3,1/9/2024,57
2869,46,8,10/29/2024,11
2870,28,6,9/26/2024,16
2871,35,3,2/10/2025,85
2872,40,6,7/4/2024,62
2873,38,1,4/13/2024,27
2874,44,6,11/21/2023,22
2875,2,7,1/22/2025,3
2876,3,4,1/24/2025,3
2877,14,4,6/5/2025,21
2878,17,3,4/12/2024,43
2879,35,5,7/19/2023,70
2880,4,1,2/16/2025,89
2881,47,6,10/25/2024,37
2882,30,2,3/20/2025,94
2883,39,4,12/8/2023,56
2884,14,6,7/23/2024,39
2885,48,6,5/17/2024,20
2886,27,7,5/6/2024,65
2887,13,1,11/7/2023,35
2888,20,6,3/18/2025,43
2889,49,9,9/1/2023,90
2890,49,8,2/21/2025,21
2891,24,8,12/13/2024,10
2892,10,6,10/10/2024,45
2893,7,4,5/20/2024,93
2894,17,1,9/6/2024,3
2895,22,5,10/4/2024,43
2896,44,5,10/16/2024,52
2897,11,7,7/5/2025,41
2898,42,1,10/12/2023,41
2899,23,6,3/22/2024,77
2900,22,7,10/8/2024,9
2901,40,1,5/23/2025,46
2902,47,3,4/18/2025,16
2903,18,9,9/22/2023,47
2904,45,8,8/16/2023,28
2905,26,6,10/5/2024,28
2906,48,8,1/1/2024,75
2907,30,2,12/18/2023,94
2908,13,7,5/20/2024,11
2909,4,2,12/25/2024,29
2910,43,3,6/5/2025,56
2911,27,2,11/14/2023,76
2912,40,5,3/7/2025,72
2913,10,5,1/30/2024,57
2914,44,6,4/30/2024,53
2915,28,6,5/5/2025,74
2916,21,7,9/16/2023,59
2917,11,8,1/18/2024,35
2918,20,4,2/23/2025,52
2919,36,9,7/31/2023,36
2920,19,3,12/9/2023,77
2921,10,5,3/20/2024,58
2922,15,3,7/21/2024,91
2923,45,2,10/26/2024,2
2924,45,5,10/2/2023,28
2925,18,9,9/12/2023,98
2926,7,6,1/18/2024,85
2927,30,4,3/29/2024,70
2928,14,7,5/12/2024,63
2929,37,5,2/21/2024,52
2930,41,7,12/16/2024,60
2931,30,2,11/3/2023,90
2932,27,2,10/4/2024,36
2933,49,9,11/14/2023,82
2934,37,4,10/28/2023,62
2935,48,1,9/17/2024,43
2936,41,9,11/14/2023,39
2937,17,1,2/20/2025,5
2938,30,2,7/8/2024,90
2939,18,9,3/4/2025,75
2940,3,3,4/16/2024,50
2941,28,1,7/26/2023,16
2942,37,3,4/21/2025,83
2943,30,9,10/8/2024,52
2944,21,2,9/12/2023,69
2945,49,5,8/28/2024,71
2946,20,1,5/19/2024,3
2947,22,1,11/9/2023,89
2948,36,7,11/18/2024,10
2949,36,3,8/25/2023,51
2950,21,1,4/8/2025,69
2951,24,1,9/17/2024,32
2952,21,5,11/16/2024,96
2953,7,3,6/17/2025,5
2954,8,4,3/10/2025,43
2955,22,6,8/9/2024,83
2956,22,2,8/5/2024,12
2957,30,7,2/19/2024,31
2958,34,5,5/22/2025,81
2959,29,8,1/4/2025,22
2960,10,4,12/31/2023,59
2961,5,8,2/5/2024,52
2962,49,4,11/7/2024,47
2963,39,5,11/11/2024,86
2964,34,3,6/19/2025,49
2965,38,4,10/31/2023,56
2966,10,9,5/9/2025,90
2967,9,5,4/28/2025,31
2968,32,4,11/3/2023,59
2969,5,4,1/4/2025,70
2970,35,7,1/17/2024,76
2971,11,2,8/23/2023,43
2972,42,4,7/14/2025,91
2973,16,3,6/29/2024,81
2974,27,7,12/9/2024,74
2975,20,4,10/22/2023,5
2976,1,8,9/23/2023,4
2977,26,5,3/19/2025,15
2978,11,9,3/22/2025,2
2979,15,9,8/23/2024,49
2980,39,3,9/4/2023,56
2981,40,9,5/1/2025,8
2982,48,4,4/15/2024,16
2983,18,9,3/13/2025,64
2984,24,2,3/21/2024,84
2985,28,5,6/1/2025,24
2986,25,6,1/29/2024,99
2987,23,3,10/29/2024,55
2988,11,2,1/20/2024,54
2989,33,1,11/2/2024,81
2990,16,7,6/8/2025,69
2991,36,4,12/2/2023,78
2992,23,8,8/27/2024,78
2993,6,8,10/13/2023,60
2994,43,8,9/26/2024,31
2995,24,2,6/10/2025,20
2996,38,5,8/18/2024,77
2997,42,8,1/29/2024,54
2998,6,2,10/6/2024,9
2999,10,2,9/29/2023,34
3000,22,1,12/10/2023,76
3001,23,6,8/13/2024,80
3002,5,5,7/31/2024,65
3003,28,1,9/19/2023,16
3004,9,8,6/5/2024,70
3005,39,8,9/5/2023,84
3006,49,5,9/13/2023,6
3007,44,3,12/9/2023,35
3008,28,8,7/4/2024,3
